,name,year,vote_average,page_url,image_url,genres,director,actors,description
55,Capitol,1982,5.7,https://www.themoviedb.org/tv/10214,https://image.tmdb.org/t/p/original/mcGxIsADKbV975wjf4PzSeF5dtK.jpg,"War&Politics,Soap","Elinor Karpf, Steven Karpf","Dane Witherspoon, Marla Adams, Tonja Walker, Carolyn Jones, Kimberly Beck","Capitol is an American soap opera which aired on CBS from March 29, 1982 to March 20, 1987 for 1,270 episodes. As its name suggests, the storyline usually revolves around the political intrigues of people whose lives intertwined in Washington, D.C."
56,The Romance Of Three Kingdoms,1994,9.1,https://www.themoviedb.org/tv/72645,https://image.tmdb.org/t/p/original/ex6DcbKNim993aFjEasrU1fIMXT.jpg,"Drama,Action&Adventure,War&Politics",Unknown,Unknown,"Adapted from the classical 14th century novel of the same title by Luo Guanzhong, Romance of the Three Kingdoms is part historical, part legend, and part mythical – romanticises and dramatises the lives of feudal lords and their retainers, who tried to replace the dwindling Han dynasty or restore it. The focus is mainly on the three power blocs that emerged from the remnants of the Han dynasty, and would eventually form the three states of Cao Wei, Shu Han, and Eastern Wu."
57,Our Last Crusade or the Rise of a New World,2020,8.204,https://www.themoviedb.org/tv/101972,https://image.tmdb.org/t/p/original/1VtaTXsHTRfh8m49OVJfMb4JVuh.jpg,"Sci-Fi&Fantasy,Action&Adventure,War&Politics,Animation",Unknown,"Yusuke Kobayashi, Sora Amamiya, Kaori Ishihara, Nao Shiraki, Shunichi Toki","For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way."
58,Hilda Hurricane,1998,8.4,https://www.themoviedb.org/tv/72351,https://image.tmdb.org/t/p/original/xJgDZQDscZpQ5JJ2Ms9QOYoIEk9.jpg,"Drama,Comedy,War&Politics",Glória Perez,"Ana Paula Arósio, Rodrigo Santoro, Danton Mello, Thiago Lacerda, Rosi Campos","After breaking off her engagement on her wedding day and going directly to a prostitution house, a young model becomes the city's most famous harlot, known as ""Hilda Hurricane"", in the 50's Brazil. She could do fine if it wasn't for Malthus, a young novice said to be a saint, for whom she falls in love. However, the boy is kept under the strict, severe doctrine of Father Nelson, a conservative priest intolerant even to every minor sin. Things start getting harder when Roberto, Malthus' old friend and a communist reporter (the actual author of the story), tries to interview Hilda and disclosure the real reasons behind her radical change of mind. In the meantime, the middle-classes are terrified by the ""leftist threat"" in Brazilian politics."
59,86 EIGHTY-SIX,2021,8.043,https://www.themoviedb.org/tv/100565,https://image.tmdb.org/t/p/original/pp2gzafNPiug63UskS2niHK9Y04.jpg,"Sci-Fi&Fantasy,Action&Adventure,War&Politics,Animation",Unknown,"Ikumi Hasegawa, Shoya Chiba, Natsumi Fujiwara, Seiichiro Yamashita, Saori Hayami","Called “Juggernaut,” these are the unmanned combat drones developed by the Republic of San Magnolia in answer to the attacks by the autonomous unmanned drones of the neighboring Empire of Giad, the “Legion”. But they’re only unmanned in name. In reality, they are piloted by the Eighty-sixers—those considered to be less than human and treated as mere tools. Determined to achieve his own mysterious ends, Shin, the captain of Spearhead Squadron, which is comprised of Eighty-sixers, continues to fight a hopeless war on a battlefield where only death awaits him."
60,Wounded Love,2016,7.8,https://www.themoviedb.org/tv/69459,https://image.tmdb.org/t/p/original/v4fiUUJZJZJSLovPoRnxXfBCpJz.jpg,"Drama,War&Politics",Nuran Evren Şit,"Halit Ergenç, Bergüzar Korel, Onur Saylak, Okan Yalabık, Devrim Özkan","Azize finds herself with her 3 children and mother-in-law in a difficult fight. She raises her children while fighting the difficulties of the war period and her husband's absence whom she loves more than anything. It's about war, love, greed, treason and sacrifice."
61,The Princess Weiyoung,2016,7.5,https://www.themoviedb.org/tv/68358,https://image.tmdb.org/t/p/original/4lojcsfBAH10W64k6JnerDeLd5A.jpg,"Drama,War&Politics",Qin Jian,"Tang Yan, Luo Jin, Vanness Wu, Mao Xiaotong, Li Xinai",A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.
62,Masamune Shogun,1987,9.2,https://www.themoviedb.org/tv/75535,https://image.tmdb.org/t/p/original/hrsc0fTMp3G5BG4vp0TCKqiSMkQ.jpg,"Drama,War&Politics",Unknown,"Ken Watanabe, Junko Sakurada, Tomokazu Miura, Teruhiko Saigō, Kinya Kitaoji","Broadcast TV drama NHK broadcast on January 4 to December 13, 1987 (Showa 62). In the questionnaire survey conducted by NHK, it is shining in the most favorite river drama.

The original is Yamaka Sosaichi's novel ""Date Masamune"", the biggest drama on the theme of the Date house was the first time in 17 years since the ""Shinnogi remained"" (1970), which painted Datejo in the Edo period. It depicts the life of Matsudo Date of Sengoku warrior · Date Masamune who built the foundation of Sendai clan 620,000 stones in his generation as a result of my own wisdom and talent."
63,Jun-chan's Cheering Song,1988,0.0,https://www.themoviedb.org/tv/135065,https://image.tmdb.org/t/p/original/lwICS39youOx7PmHSbALjXjPcZs.jpg,"Drama,Family,War&Politics",Unknown,"Tomoko Yamaguchi, Masahiro Takashima, Yūsuke Kawazu, Toshiaki Karasawa, Yumi Shirakawa","The year is 1947, August. Ono Junko's family is being evacuated to Wakayama and the father is going to war. A few years later, the father has returned from Manchuria but he also brought a boy that had been abandoned by his mother. The boy is Yuta and the family will adopt him."
64,Saladın: The Conqueror of Jerusalem,2023,7.2,https://www.themoviedb.org/tv/232132,https://image.tmdb.org/t/p/original/5bljg22nvfS0eP320L5GFYJz3Zb.jpg,"Drama,Action&Adventure,War&Politics","Kashif Ansari, Emre Konuk, Junaid Ali Shah","Uğur Güneş, Mehmet Ali Nuroğlu, Sezgin Erdemir, Erdinç Gülener, Seda Yıldız","The television series centers on the life of Salahudddin, a 12th-century Muslim ruler, and his conquest of Jerusalem. It also delves into his challenges and conflicts against the Crusaders, as well as his ambition to unify the Muslim territories of Syria, northern Mesopotamia, Palestine, and Egypt under his leadership."
65,Mevlana Rumi,2023,7.8,https://www.themoviedb.org/tv/225970,https://image.tmdb.org/t/p/original/oWMOYrtbV44eYbJ6gQYXWLpqjl2.jpg,"Drama,War&Politics,Documentary","Kerim Ayyıldız, Ali Aydın, Milay Ezengin",Unknown,"In 13th-century Anatolia, as the Mongol threat looms and internal turmoil rages, Rumi, a wise spiritual figure, emerges to assuage people's fears. His timeless words unite reason and compassion, inspiring change."
66,Yoshitsune,2005,8.5,https://www.themoviedb.org/tv/35394,https://image.tmdb.org/t/p/original/vaGL8Anf4xYYnSuPGV2IW9B2bpd.jpg,"Drama,War&Politics",Unknown,"Hideaki Takizawa, Mari Natsuki, Akira Nakao, Izumi Inamori, Kiyotaka Nanbara","Yoshitsune is a Japanese television drama series originally broadcast between 9 January and 11 December 2005, with a three-part special compilation being aired from 24 December to 25 December 2005. The 44th Taiga Drama, the original work is by Miyao Tomiko, screenplay by Kaneko Narito and starring Hideaki Takizawa."
67,Behzat Ç.: An Ankara Policeman,2010,7.7,https://www.themoviedb.org/tv/39176,https://image.tmdb.org/t/p/original/aRqNQ5v2tvZ9ZRAXpYik0JamHkm.jpg,"Crime,Drama,Action&Adventure,War&Politics",Unknown,"Erdal Beşikçioğlu, Canan Ergüder, Ege Aydan, İnanç Konukçu, Berkan Şal","Centered around a personally troubled, officially discredited police chief and his inharmonious police team in Ankara Police Force. Even though the show usually focuses on murders and other crimes that happens on a weekly basis, the undertone of the story leads to an eventual duel between Behzat Ç. and the rotten department officials and bureaucrats."
68,Buddy Complex,2013,6.5,https://www.themoviedb.org/tv/60663,https://image.tmdb.org/t/p/original/2JVwRxQEWVhehgzZblNfRe8zvHn.jpg,"Sci-Fi&Fantasy,Animation,War&Politics",Unknown,"Yoshitsugu Matsuoka, Koki Uchiyama, Saori Hayami, Aoi Yuuki, Tomokazu Sugita","When a giant robot suddenly attacks the city, a high-school student named Aoba is saved by a classmate who's piloting her own mecha. After accepting an offer to join the alliance she's is a part of, Aoba is thrust into the middle of high-flying robot warfare."
69,Segodon,2018,8.3,https://www.themoviedb.org/tv/76948,https://image.tmdb.org/t/p/original/9r4YQcnjCf36Hu87lc2oUcwdEgX.jpg,"Drama,War&Politics",Yusuke Noda,"Ryohei Suzuki, Eita Nagayama","Saigo Takamori, the hero of the Meiji Restoration, was born to a poor, low-ranking samurai family in the Satsuma domain (present day Kagoshima Prefecture). His simple honesty caught the attention of its charismatic feudal lord of Satsuma, Shimazu Nariakira. Nariakira’s assertion that the love of people is what will enrich and strengthen the nation captivated Saigo who took on Nariakira’s secret mission and eventually became a key person for Satsuma. Not a portrait of him survives today and much of his life is a mystery. He is a man who was twice exiled and thrice married. He overthrew the Tokugawa Shogunate with exceptional bravery and action. Although he accomplished the restoration, he lost his life in a fight with the new Meiji government."
70,Zero Day,2025,7.0,https://www.themoviedb.org/tv/216082,https://image.tmdb.org/t/p/original/odIyR46aAX59dvQ1ON4P53ow1aE.jpg,"Drama,War&Politics","Eric Newman, Noah Oppenheim, Michael S. Schmidt","Robert De Niro, Jesse Plemons, Lizzy Caplan, Connie Britton, Joan Allen","A former U.S. President is called out of retirement to find the source of a deadly cyberattack, only to discover a vast web of lies and conspiracies."
71,Dark Hearts,2023,8.1,https://www.themoviedb.org/tv/217583,https://image.tmdb.org/t/p/original/hXU7KUsE5OUbSRBzZKaQYZ7icFW.jpg,"Drama,Action&Adventure,War&Politics","Ziad Doueiri, Corinne Garfin, Duong Dang-Thai",Unknown,"The French Special Forces are deployed in Iraq, on the eve of the battle of Mosul, in October 2016. The members of this commando have the mission of finding and exfiltrating the daughter and the grandson of an important French Emir of Daesh who captured and who will cooperate with them only on this condition."
72,Mobile Suit Gundam 00,2007,7.6,https://www.themoviedb.org/tv/21732,https://image.tmdb.org/t/p/original/1uEgsZ47dtBCoKLlL9edQ0QMrRF.jpg,"Drama,Action&Adventure,Sci-Fi&Fantasy,Animation,War&Politics",Unknown,"Mamoru Miyano, Shin-ichiro Miki, Hiroyuki Yoshino, Hiroshi Kamiya, Yoko Honna","The year is 2307 A.D. Although fossil fuels have been depleted, humanity has obtained a new source of energy to replace them, in the form of a large-scale solar power generation system based on three huge orbital elevators. However, the benefits of this system are available only to a handful of major powers and their allies. In this world of never-ending conflict, a private armed organization appears, dedicated to the elimination of war through armed force. Its name is Celestial Being, and it is in possession of ""Gundam"" mobile suits."
73,Love in the Moonlight,2016,6.916,https://www.themoviedb.org/tv/66256,https://image.tmdb.org/t/p/original/qKir5S1ka8UkWVo8aGW9T19IIHC.jpg,"Comedy,Drama,War&Politics",Yoon Yi-soo,"Park Bo-gum, Kim Yoo-jung, Jung Jin-young, Chae Soo-bin, Kwak Dong-yeon","A young Joseon woman who's lived her whole life as a man ends up as a eunuch in the royal palace, where she begins to bond with the crown prince."
74,Snowdrop,2021,8.5,https://www.themoviedb.org/tv/108291,https://image.tmdb.org/t/p/original/3AhTqNJVr1v7Jfplg8Y1YOzzdWE.jpg,"Drama,War&Politics",Yoo Hyun-mi,"Jung Hae-in, JISOO, Yoo In-na, Jang Seung-jo, Yoon Se-a","In 1987, bloodied man Soo-ho jumps into a women's university dormitory in Seoul. Yeong-ro, a female student who fell in love with him at a group blind date, tends to his wounds as the dormitory is ensnared in intense surveillance. As Soo-ho's secrets unravel, he must eventually face the conflict between his heart to Yeong-ro and responsibility to his comrades, as well as to his sibling who awaits him in his home country. What will be of their fate?"
75,SAS Rogue Heroes,2022,7.648,https://www.themoviedb.org/tv/93870,https://image.tmdb.org/t/p/original/Tc1mRuP5QrGaetGKcitZkhTU9g.jpg,"Drama,Action&Adventure,War&Politics",Steven Knight,"Connor Swindells, Jack O'Connell, Sofia Boutella, Corin Silva, Theo Barklem-Biggs","The dramatised account of how the world’s greatest Special Forces unit, the SAS, was formed under extraordinary circumstances in the darkest days of World War Two."
76,Blue Comet SPT Layzner,1985,8.7,https://www.themoviedb.org/tv/19829,https://image.tmdb.org/t/p/original/pSpWOFawvb8crIHEl05Nl4Br92J.jpg,"Drama,Action&Adventure,Sci-Fi&Fantasy,Animation,War&Politics",Ryosuke Takahashi,"Kazuhiko Inoue, Hiroko Emori, Hideyuki Umezu, Katsumi Toriumi, Fumi Hirano","Blue Comet SPT Layzner, sometimes translated as Blue Meteor SPT Layzner, is an anime series produced by Sunrise and Tatsunoko Production between 1985 and 1986. Its original creator was Ryousuke Takahashi of Armored Trooper Votoms fame who served as the writer and wrote the scripts for such shows as Panzer World Galient, Tetsuwan Atom, Zero Tester, Fang of the Sun Dougram, Cyborg 009, Gasaraki and Blue Gender."
77,Eternal Brotherhood,2024,5.0,https://www.themoviedb.org/tv/247590,https://image.tmdb.org/t/p/original/qkeNsHn8DBjkfuL5EzMNPwP0qbW.jpg,"Sci-Fi&Fantasy,Drama,Action&Adventure,War&Politics",Unknown,"Yang Xuwen, Liu Yuning, Zhang Ming'en, Li Mozhi, Joyin Cai","In the war-ravaged land of Zichuan, a heroic general and his sworn brothers battle internal rebellion and an invading enemy. As they fight to protect their homeland and loved ones, they forge a powerful tale of loyalty, sacrifice, and the pursuit of peace."
78,Vinland Saga,2019,8.5,https://www.themoviedb.org/tv/88803,https://image.tmdb.org/t/p/original/vUHlpA5c1NXkds59reY3HMb4Abs.jpg,"Drama,Action&Adventure,War&Politics,Animation",Unknown,"Yuto Uemura, Shunsuke Takeuchi","For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered."
79,Vikings,2013,8.092,https://www.themoviedb.org/tv/44217,https://image.tmdb.org/t/p/original/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,"Drama,Action&Adventure,War&Politics",Michael Hirst,"Alex Høgh Andersen, Jordan Patrick Smith, Marco Ilsø, Peter Franzén, Georgia Hirst","The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors."
